koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_period,koi_impact,koi_impact_err1,koi_duration,koi_depth,koi_depth_err1,koi_teq,koi_insol,koi_tce_plnt_num,koi_steff,ra,dec
0,0,0,134.4785189,0.924,0.004,5.9288,4033.5,46.0,412.0,6.81,1.0,5791.0,289.34143,46.988239
0,0,0,5.007414194,0.926,0.086,1.3584,4413.9,28.3,1114.0,363.75,1.0,5957.0,297.64606000000003,47.167488
0,1,0,24.68662378,0.643,0.024,15.168,8052.3,44.2,1149.0,412.55,1.0,4648.0,294.207,38.22345
0,0,0,98.7179332,0.588,0.057,6.593,7320.0,70.5,360.0,3.97,1.0,5808.0,287.95657,41.130328999999996
0,0,0,71.52543938,0.066,0.293,5.9189,5904.3,59.5,340.0,3.15,1.0,4855.0,287.73755,38.114559
0,0,0,17.50441726,0.006,0.406,4.2585,725.4,17.1,824.0,108.78,1.0,5815.0,292.16617,38.739052
0,1,0,1.72086129,0.725,0.005,2.0243,10184.0,8.1,1647.0,1743.61,1.0,5742.0,286.11032,43.680962
0,0,0,33.7888028,0.078,0.344,5.496,649.2,20.6,611.0,33.01,1.0,6202.0,285.66711000000004,48.719559000000004
0,0,0,3.215109385,0.954,0.107,4.365,158.0,3.4,1155.0,421.21,1.0,5541.0,289.43811,39.270359
0,0,0,3.29276797,0.663,0.257,4.8069,80.7,2.2,1458.0,1068.95,2.0,5683.0,290.06049,47.163959999999996
0,0,0,13.72710334,0.025,0.439,7.3419,199.2,3.4,1005.0,241.58,1.0,5951.0,282.97897,40.784351
0,0,0,24.3110031,0.146,0.278,8.7682,184.4,4.0,831.0,112.64,2.0,5951.0,282.97897,40.784351
0,0,0,9.34145925,0.455,0.046,6.18,81.7,3.0,1143.0,403.44,4.0,5951.0,282.97897,40.784351
0,0,0,4.97760447,0.474,0.462,2.5719,287.3,11.6,1023.0,258.91,1.0,5353.0,293.35172,48.444641
0,0,0,21.1285655,0.36,0.081,3.852,176.7,15.5,935.0,180.55,2.0,5817.0,282.92499,48.626389
0,1,0,24.4851178,0.987,0.018,4.642,263.8,25.4,1179.0,456.64,1.0,6655.0,292.22629,43.995312
0,0,0,7.51854537,0.13,0.321,2.845,286.7,17.2,784.0,89.41,2.0,5064.0,299.21317,41.424831
0,0,0,86.7490807,0.003,0.406,9.179,547.1,17.3,398.0,5.94,1.0,5579.0,292.77398999999997,37.797691
0,0,0,25.96190067,0.02,0.399,6.2732,350.3,10.5,850.0,123.11,1.0,6369.0,295.15811,40.898849
0,0,0,130.3543929,0.675,0.075,6.474,5128.7,59.7,369.0,4.36,1.0,5970.0,285.37195,41.993912
0,1,0,1.855557556,0.554,0.011,2.35672,10570.0,7.1,1436.0,1004.89,1.0,5657.0,294.51324,45.981640000000006
0,0,0,3.2617598660000002,0.949,0.035,1.7593,3876.1,32.2,1262.0,599.54,1.0,6131.0,298.31674,40.996101
0,1,0,3.3644255889999997,1.597,49.41,1.3261,4843.0,194.0,1106.0,352.97,1.0,5813.0,299.35651,41.414291
0,0,0,16.78175788,0.502,0.006,3.7386,908.0,8.6,545.0,20.82,1.0,4925.0,295.85938,47.93951
0,0,0,105.3035093,0.027,0.411,6.214,1362.2,39.0,351.0,3.58,1.0,5534.0,289.41107,46.130852000000004
0,0,0,2.549562652,0.047,0.377,1.6999,495.1,12.9,682.0,50.9,1.0,3716.0,292.64236,44.087669
0,0,0,13.96950181,0.901,0.038,1.5871,1110.0,34.6,387.0,5.29,2.0,3716.0,292.64236,44.087669
0,0,0,5.21230171,0.187,0.254,2.098,430.0,16.2,537.0,19.7,3.0,3716.0,292.64236,44.087669
0,0,0,17.76076524,0.627,0.024,1.6679,1287.2,36.0,368.0,4.34,1.0,3826.0,290.7084,42.237251
0,0,0,10.55840479,0.31,0.146,3.366,194.2,14.3,796.0,94.94,3.0,5353.0,293.35172,48.444641
0,1,0,20.92735802,0.991,0.173,3.4256,8091.0,40.2,735.0,69.08,1.0,6126.0,292.78235,47.800629
0,0,0,6.98800953,0.024,0.426,3.103,193.2,12.2,914.0,164.86,2.0,5353.0,293.35172,48.444641
0,0,0,105.3582299,0.75,0.196,3.81,1210.2,56.1,204.0,0.41,2.0,3883.0,297.50986,46.961262
0,0,0,22.8245144,0.279,0.175,6.617,322.7,22.4,946.0,189.46,1.0,6642.0,295.93347,40.300571000000005
0,0,0,49.1011093,0.52,0.336,6.341,845.6,24.3,498.0,14.57,1.0,5393.0,283.59668,45.407879
0,0,0,7.05675145,0.631,0.307,2.0261,130.0,6.0,1196.0,483.95,1.0,6388.0,297.25504,40.54837
0,0,0,34.8536903,0.493,0.43,5.333,767.7,31.1,522.0,17.62,1.0,5818.0,295.34271,46.602261
0,0,0,2.41434868,0.221,0.222,1.2701,191.0,7.8,953.0,195.08,1.0,4507.0,291.41864,39.127419
0,0,0,2.466070972,1.223,12.53,1.9559,704.5,20.1,1260.0,595.8,1.0,5708.0,296.05042000000003,42.113239
0,0,0,4.30656389,0.894,0.004,4.1107,257.0,7.5,1177.0,453.2,1.0,6108.0,290.60114,44.556381
0,1,0,12.964717746,1.282,37.36,1.8303,3732.9,24.7,834.0,114.24,1.0,6210.0,293.1962,42.370628
0,1,0,1.731079436,1.404,36.01,1.8419,11974.0,408.0,1541.0,1332.5,1.0,6045.0,296.30573,41.31712
0,0,0,7.794302042999999,1.06,0.39,1.1081,3387.4,28.3,882.0,142.82,1.0,5494.0,285.26859,48.560009
0,0,0,14.5324483,0.001,0.459,3.13,1355.9,95.2,664.0,46.06,1.0,5345.0,288.47144,40.269791
0,0,0,5.248667607,0.847,0.005,1.917,601.2,11.9,1056.0,293.42,1.0,5807.0,292.53082,49.06171
0,0,0,7.96431492,0.189,0.289,1.5342,746.0,20.4,805.0,99.42,1.0,5185.0,281.58292,47.233631
0,0,0,92.7297248,0.857,0.056,6.83,1257.5,31.9,276.0,1.38,1.0,4580.0,285.25366,46.582190999999995
0,1,0,1.485710994,0.105,0.022,2.2874,20824.0,21.1,1562.0,1404.81,1.0,5624.0,298.39526,47.81501
0,0,0,30.5231459,1.06,69.68,2.7286,2212.3,67.8,506.0,15.46,1.0,5518.0,288.31332000000003,46.771431
0,0,0,71.3116598,0.035,0.354,8.813,2138.0,52.0,475.0,12.01,1.0,6194.0,295.8093,40.008511
0,0,0,28.78270955,0.002,0.501,3.451,864.5,25.7,443.0,9.09,1.0,4774.0,284.96967,39.360291
0,1,0,15.44428875,1.275,6.948,2.0791,3596.2,93.0,731.0,67.39,1.0,5895.0,299.6517,40.545681
0,0,0,1.4112300230000001,0.851,0.017,1.4325,388.2,5.1,1164.0,436.04,1.0,4575.0,283.71752999999995,47.204449
0,0,0,96.9151707,0.541,0.061,6.065,862.8,18.7,325.0,2.64,1.0,5162.0,292.67255,46.377419
0,0,0,13.47472742,0.025,0.429,2.5995,729.6,33.8,634.0,38.21,1.0,5395.0,295.2049,42.559681
0,0,0,2.29503515,0.16,0.291,1.654,172.1,18.5,1304.0,681.51,1.0,5637.0,290.48676,44.932621000000005
0,0,0,27.495634,0.664,0.046,4.858,483.3,20.5,590.0,28.66,1.0,5657.0,299.526,46.899260999999996
0,0,0,14.08826442,0.133,0.319,4.1847,889.4,29.8,724.0,64.97,1.0,5853.0,297.45215,41.558128
0,0,0,3.905081685,0.131,0.016,2.8213,21340.0,17.9,1046.0,282.59,1.0,5543.0,294.86551000000003,46.285851
0,0,0,110.9643706,0.729,0.035,12.831,1283.2,34.1,239.0,0.77,1.0,4441.0,294.59578999999997,45.875031
0,0,0,6.94135824,0.871,0.022,1.8899,825.0,22.0,876.0,139.05,1.0,5527.0,288.81195,39.77066
0,0,0,17.276296682,0.085,0.129,3.9473800000000003,10458.0,13.9,538.0,19.88,1.0,4941.0,290.83313,38.184349
0,0,0,31.7821117,0.17,0.269,3.856,570.2,28.4,528.0,18.32,3.0,5527.0,288.81195,39.77066
0,0,0,4.36273233,0.732,0.202,2.2375,341.6,15.0,1023.0,258.7,2.0,5527.0,288.81195,39.77066
0,0,0,18.6848377,0.405,0.073,3.7965,1251.5,32.0,402.0,6.16,1.0,4156.0,299.26804,45.227428
0,0,0,7.41634701,0.476,0.466,2.1362,505.5,27.4,547.0,21.1,2.0,4156.0,299.26804,45.227428
0,0,0,9.91724268,0.786,0.057,3.2241,457.9,12.6,903.0,157.41,2.0,5539.0,297.9382,46.881401000000004
0,0,0,82.5341188,0.033,0.387,4.8556,1895.4,53.1,260.0,1.08,1.0,4316.0,297.09067000000005,49.626571999999996
0,0,0,10.99470891,0.265,0.184,1.5929,884.7,30.9,512.0,16.24,1.0,4302.0,289.35202000000004,46.973728
0,0,0,124.03589939,0.075,0.175,4.8472,7690.0,47.1,413.0,6.88,1.0,5822.0,287.97031,47.972099
0,0,1,1.1948123290000001,0.404,0.121,1.3777,189.5,5.7,1806.0,2521.46,1.0,6198.0,298.21765,40.341019
0,0,0,10.84969477,0.55,0.28,3.474,1122.1,27.5,676.0,49.3,1.0,5251.0,286.00674,38.009541
0,0,0,12.18420006,0.746,0.035,2.5014,499.3,22.5,819.0,106.52,1.0,5771.0,290.32867000000005,37.72311
0,0,0,3.76417012,0.287,0.168,2.0111,558.4,24.0,908.0,160.99,1.0,5063.0,289.22021,41.706478000000004
0,0,0,5.92972237,0.048,0.401,2.518,412.1,56.3,972.0,210.95,1.0,5741.0,293.67647999999997,44.615582
0,0,0,12.2476121,0.116,0.345,3.209,402.7,69.0,763.0,80.29,2.0,5741.0,293.67647999999997,44.615582
0,0,0,13.59051547,0.232,0.222,3.784,621.9,24.9,724.0,64.8,1.0,5442.0,297.95416,44.66748
0,0,0,46.8776724,0.834,0.09,10.041,539.8,16.3,484.0,13.01,1.0,5504.0,286.02518,39.630932
0,0,0,89.1935737,0.015,0.406,4.0104,868.3,23.2,483.0,12.83,1.0,6071.0,294.74332000000004,43.461208
0,0,0,13.09390911,0.86,0.001,2.2805,398.7,7.0,752.0,75.58,1.0,5772.0,294.45386,44.145973
0,0,0,4.915385452,0.484,0.062,2.7757,225.5,4.0,1042.0,279.43,2.0,5772.0,294.45386,44.145973
1,0,0,87.455958,1.262,10.38,18.257,1604.9,16.1,728.0,66.26,1.0,7700.0,291.24683,44.00042
0,1,0,0.805259257,1.245,0.23,1.42246,1384.3,5.2,2723.0,12990.09,1.0,5872.0,290.12653,41.601082
0,0,0,9.76785911,0.916,0.015,2.1649,585.4,12.7,749.0,74.48,1.0,5371.0,287.25667999999996,46.066769
0,0,0,40.80957343,0.949,0.051,3.158,436.1,12.5,623.0,35.68,1.0,6183.0,286.22324,38.258171000000004
0,0,0,22.08551599,0.656,0.004,2.1727,3157.4,75.4,352.0,3.63,1.0,3828.0,292.61411,44.394661
0,0,0,1.151166776,0.029,0.329,1.0907,578.4,8.4,957.0,199.25,1.0,3951.0,289.07223999999997,47.407070000000004
0,1,0,4.693305543,0.23,0.024,5.17249,14523.0,10.7,1389.0,881.73,1.0,6365.0,283.16632000000004,45.403061
0,0,0,3.246732048,0.475,0.043,3.0535,6998.2,11.7,1459.0,1072.7,1.0,5763.0,300.10236000000003,45.762138
0,0,1,8.3606759,0.259,0.215,6.287,194.8,13.4,929.0,176.04,2.0,5771.0,290.32867000000005,37.72311
0,0,0,62.1385979,0.699,0.198,4.2938,886.3,26.1,524.0,17.88,1.0,5123.0,289.02975,49.769711
0,0,0,8.29482811,0.932,0.042,2.7437,559.5,16.3,876.0,139.38,1.0,5773.0,283.34427,48.223911
0,1,1,26.635216,1.242,7.046,5.949,1492.8,56.9,536.0,19.45,1.0,5215.0,295.849,46.181290000000004
0,0,0,17.84850835,0.849,0.073,5.8919,391.2,9.5,888.0,146.82,1.0,6188.0,285.41962,39.706108
0,0,0,26.1363443,0.187,0.26,6.613,362.2,9.9,782.0,88.29,2.0,6188.0,285.41962,39.706108
0,0,0,11.1895709,0.541,0.378,5.3,143.3,7.6,1037.0,273.37,3.0,6188.0,285.41962,39.706108
0,0,0,2.7579773839999997,0.875,0.001,2.1489,211.0,11.1,1332.0,744.97,1.0,5919.0,296.23001,50.27523
0,1,0,18.692860599,0.116,0.023,3.88584,51256.0,48.0,528.0,18.4,1.0,5190.0,295.03354,46.600151000000004
0,0,0,14.80075082,0.367,0.076,5.762,501.4,10.6,1912.0,3158.09,1.0,6327.0,292.17117,40.811378000000005
0,0,0,3.126861192,0.603,0.246,1.1926,794.6,10.4,1391.0,886.72,1.0,4854.0,281.45718,46.746471
0,1,0,87.24250316,0.884,0.013,4.1206,17860.0,75.5,390.0,5.49,1.0,5671.0,292.09824,47.940819
0,0,0,10.240611361000001,0.786,0.016,0.9617,2958.0,53.8,656.0,43.85,1.0,5227.0,291.68329,44.75164
0,0,0,16.87725775,0.516,0.033,3.7917,818.4,21.6,642.0,40.09,1.0,5497.0,282.03549,43.631271000000005
0,0,0,12.05705659,0.548,0.392,2.3462,523.9,29.6,689.0,53.26,1.0,5365.0,295.31314,46.237491999999996
0,0,0,28.26727385,0.01,0.441,4.5839,1160.2,31.5,517.0,16.84,1.0,5132.0,284.61572,39.131039
0,0,0,3.770590654,0.24,0.219,2.029,314.4,10.1,1272.0,619.65,1.0,5714.0,291.91281000000004,41.533611
0,0,0,2.7073064,0.007,0.436,3.4378,69.5,2.5,1709.0,2012.12,1.0,6045.0,289.23337000000004,49.938931
1,0,0,23.11707222,0.807,0.015,3.9948,2407.5,43.2,548.0,21.26,1.0,5275.0,295.9024,39.918362
0,0,0,4.77502117,0.518,0.009,1.7087,451.4,31.9,926.0,174.23,2.0,5275.0,295.9024,39.918362
0,0,0,66.4159789,0.371,0.039,7.061,2053.2,67.3,376.0,4.71,1.0,5383.0,291.95099,38.251701000000004
0,0,0,8.0103929,0.045,0.396,4.2713,294.1,9.1,940.0,184.38,1.0,5616.0,289.86157000000003,43.472771
0,0,0,5.69590202,0.049,0.15,3.5661,4921.1,15.0,1043.0,279.61,1.0,6106.0,296.1398,41.60318
0,0,0,27.6666375,0.519,0.437,6.315,324.0,13.7,622.0,35.27,2.0,5616.0,289.86157000000003,43.472771
0,0,0,5.19559398,0.054,0.409,3.748,116.0,8.1,1085.0,327.78,4.0,5616.0,289.86157000000003,43.472771
0,0,0,57.2488518,0.022,0.417,6.083,1455.6,51.9,431.0,8.17,1.0,5642.0,286.4527,42.657879
0,0,0,37.0551726,0.884,0.054,5.439,1028.8,47.5,498.0,14.59,2.0,5642.0,286.4527,42.657879
0,0,0,16.33269981,0.893,0.055,2.174,300.4,19.3,591.0,28.76,1.0,5208.0,299.89651000000003,46.051971
0,0,0,10.05550267,0.061,0.388,2.951,147.7,12.1,694.0,54.96,2.0,5208.0,299.89651000000003,46.051971
0,0,0,9.30413878,0.488,0.011,1.9254,637.3,31.1,583.0,27.35,1.0,4458.0,283.89941,41.221610999999996
0,0,0,4.33722007,0.053,0.378,2.4973,358.5,8.0,996.0,231.86,1.0,5390.0,281.34882000000005,44.295238
0,0,0,1.653889476,0.226,0.243,1.7242,124.4,6.6,1373.0,838.03,2.0,5390.0,281.34882000000005,44.295238
0,0,0,150.8783198,0.022,0.4,8.6797,659.9,10.8,423.0,7.56,1.0,5504.0,297.94016,40.278628999999995
0,0,0,3.553831111,0.74,0.059,3.1029,191.8,2.7,1292.0,658.37,1.0,6015.0,291.38223,38.127468
0,0,0,1.6783263,0.91,0.077,2.5123,146.3,2.2,1659.0,1797.15,2.0,6015.0,291.38223,38.127468
0,0,0,5.65378163,0.439,0.451,1.9483,366.8,11.4,1020.0,256.14,1.0,5988.0,296.75415,49.20874
0,0,0,5.99185827,0.905,0.017,1.7215,186.3,6.9,1355.0,796.76,1.0,6157.0,299.66046,46.198421
0,0,0,120.0183551,0.58,0.296,11.637,886.0,21.6,473.0,11.84,1.0,6469.0,286.68552,47.098221
0,0,0,14.30517579,0.924,0.003,4.535,863.4,24.6,693.0,54.59,1.0,5741.0,286.27386,48.61871
0,0,0,9.18189122,0.971,0.005,4.343,363.6,22.6,804.0,98.61,2.0,5741.0,286.27386,48.61871
0,0,0,2.64622742,0.478,0.11,1.407,155.5,26.1,1082.0,324.38,3.0,5167.0,292.23992999999996,48.51157
0,0,0,2.935362067,0.86,0.036,1.5043,1052.6,32.2,1022.0,258.48,1.0,4922.0,285.21667,41.282429
0,0,0,13.53953595,0.219,0.238,4.389,134.2,7.2,1079.0,320.19,1.0,6109.0,292.23395,41.575210999999996
0,0,0,22.7082375,0.032,0.397,3.503,298.8,15.8,677.0,49.67,1.0,6170.0,294.26633,45.204311
0,0,0,7.97033985,0.107,0.347,2.6675,490.8,23.8,839.0,116.77,1.0,5774.0,287.87939,43.364071
0,0,1,5.33459393,0.158,0.3,2.642,226.3,18.2,627.0,36.55,1.0,4275.0,296.97107,41.467009999999995
0,0,0,8.49640437,0.628,0.307,2.2128,834.0,44.5,702.0,57.43,1.0,5093.0,284.3511,40.852982
0,0,0,66.1843646,0.877,0.024,5.155,560.5,30.0,436.0,8.57,1.0,5640.0,292.36957,43.910809
0,0,0,2.032318856,0.009,0.46,1.1596,287.5,18.4,1011.0,247.21,1.0,4670.0,291.66927999999996,42.590709999999994
0,0,0,3.62275506,0.007,0.456,2.7868,180.6,9.2,1304.0,683.84,2.0,5794.0,297.20153999999997,41.730209
0,0,0,2.892216772,0.806,0.131,1.3596,360.5,18.3,794.0,93.66,1.0,4229.0,294.70937999999995,45.969501
0,0,0,187.746606,0.015,0.436,5.885,1583.0,90.1,267.0,1.2,1.0,5303.0,281.59415,42.596409
0,0,0,2.543063763,0.215,0.238,2.8473,152.0,6.4,1319.0,716.3,1.0,5579.0,295.50269,43.232791999999996
0,0,0,3.177414601,0.786,0.015,1.5262,1134.3,12.1,997.0,233.26,1.0,5303.0,286.16205,39.678001
0,0,0,2.168451063,0.207,0.256,1.458,466.9,12.3,1558.0,1389.18,1.0,6153.0,288.74994,48.277167999999996
0,0,0,37.8154157,0.533,0.399,4.662,286.4,14.2,401.0,6.09,1.0,4856.0,297.29242,49.981628
0,0,1,53.5783052,0.769,0.013,5.194,224.9,15.8,357.0,3.82,2.0,4856.0,297.29242,49.981628
0,0,0,6.69332825,0.952,0.02,2.311,781.8,38.5,609.0,32.54,1.0,4245.0,300.24222000000003,44.141399
0,0,0,33.1362861,0.791,0.147,4.163,825.2,54.0,357.0,3.86,3.0,4245.0,300.24222000000003,44.141399
0,0,0,7.72513619,0.954,0.024,2.042,382.2,43.4,581.0,26.91,2.0,4245.0,300.24222000000003,44.141399
0,0,0,10.71253475,0.72,0.189,2.7186,1198.6,43.0,485.0,13.09,1.0,4175.0,299.07709,45.440639000000004
0,0,0,32.5635249,0.371,0.094,5.418,578.3,26.5,490.0,13.63,1.0,5225.0,283.29214,45.434109
0,0,0,12.19140405,0.091,0.371,1.8832,665.8,40.7,763.0,80.01,1.0,5516.0,300.1705,43.984970000000004
0,0,0,6.11784972,0.391,0.061,3.458,60.5,2.8,1211.0,509.24,1.0,6226.0,290.23584,50.03009
0,0,0,3.97599629,0.331,0.126,2.2029,206.0,8.7,936.0,181.47,1.0,5143.0,287.52963,38.894508
0,0,0,7.68478504,0.045,0.419,2.447,274.1,14.7,830.0,112.06,1.0,5344.0,288.83401000000003,44.838249
0,0,1,0.9905162820000001,0.989,0.077,2.019,101.6,6.6,2841.0,15469.83,1.0,5975.0,299.84909,47.20256
0,0,0,15.0447098,0.022,0.407,5.823,97.9,4.9,931.0,177.24,1.0,5798.0,293.72586,47.247040000000005
0,0,1,29.0726293,0.682,0.262,2.516,439.6,24.3,614.0,33.69,1.0,5799.0,290.37512000000004,41.43375
0,0,0,1.118547814,0.221,0.249,1.5534,234.8,13.0,1174.0,447.97,1.0,4496.0,296.60342,44.129261
0,0,0,6.42199919,0.281,0.168,2.6192,161.6,7.4,1000.0,236.21,1.0,5985.0,291.87134,44.087379
0,0,0,9.75374033,0.295,0.171,2.348,430.8,26.9,813.0,103.3,1.0,5806.0,293.90057,50.427052
0,0,0,81.3153052,0.013,0.453,5.807,715.5,39.6,393.0,5.64,1.0,5325.0,294.56937,45.671261
0,0,0,51.3283527,0.582,0.301,9.357,692.3,22.9,546.0,21.06,1.0,6119.0,281.32257000000004,48.066502
0,0,0,19.7919389,0.954,0.025,3.787,383.7,18.8,736.0,69.48,1.0,6285.0,287.38208,49.452389000000004
0,0,0,62.8917493,0.632,0.294,6.831,791.0,40.0,384.0,5.13,1.0,5052.0,286.36746,48.423931
0,0,0,14.87149773,0.018,0.432,2.4076,944.9,37.6,391.0,5.51,1.0,3825.0,293.67422,47.908459
0,0,0,2.732767897,0.748,0.17,1.1102,613.1,27.2,687.0,52.68,2.0,3825.0,293.67422,47.908459
0,1,0,119.8401019,1.269,66.5,3.6796,5448.7,76.3,255.0,1.0,1.0,4602.0,287.40244,39.190731
0,0,0,9.61375316,0.604,0.285,4.654,797.9,8.4,931.0,177.26,1.0,5997.0,290.35815,44.518749
0,0,0,29.9685917,0.282,0.141,6.678,309.5,12.2,644.0,40.76,1.0,6249.0,286.97128,44.708302
0,0,0,33.2407985,0.231,0.208,4.675,341.9,18.3,486.0,13.17,1.0,5382.0,290.34851000000003,50.902851
0,0,1,2.97600846,0.715,0.015,4.274,103.2,5.1,1892.0,3034.68,1.0,6208.0,290.13821,38.491184000000004
0,0,0,15.18727049,0.839,0.083,4.509,292.5,15.6,789.0,91.56,1.0,6136.0,294.61481000000003,40.833172
0,0,0,28.6853212,0.922,0.03,6.307,689.1,31.8,547.0,21.09,1.0,5726.0,292.29062000000005,44.653252
0,1,0,0.5880010529999999,0.403,0.028,1.1451,297.4,7.4,1188.0,473.45,1.0,3814.0,292.77338,44.178131
0,0,0,85.7357202,0.033,0.431,7.625,747.7,40.3,448.0,9.54,1.0,6096.0,289.4415,42.498131
0,0,0,1.078389713,0.846,0.116,1.3394,300.5,15.5,1667.0,1817.38,1.0,5325.0,290.27969,41.515049
0,0,0,5.03728033,0.96,0.001,2.0619,76.3,4.3,1321.0,720.22,1.0,6387.0,294.46854,49.33102
0,0,0,3.2897263189999997,0.052,0.391,2.3274,234.9,9.9,1116.0,367.18,1.0,5463.0,286.28472999999997,44.781551
0,0,0,7.18644594,0.892,0.022,1.4972,402.0,20.4,860.0,129.48,2.0,5463.0,286.28472999999997,44.781551
0,0,0,15.94248453,0.022,0.423,3.4894,1093.7,34.7,616.0,34.06,1.0,5376.0,293.82431,42.779701
0,0,0,41.0081117,0.878,0.039,4.376,1004.5,24.3,425.0,7.72,2.0,5303.0,286.16205,39.678001
0,0,0,11.55562042,0.874,0.053,1.6758,441.5,22.7,703.0,57.75,1.0,5420.0,293.32242,42.867470000000004
0,0,0,12.2885046,0.632,0.309,2.807,342.1,33.7,913.0,164.61,1.0,5109.0,301.34286000000003,44.672211
0,0,0,17.13263125,0.298,0.153,3.0555,850.2,37.4,611.0,32.91,1.0,5477.0,295.56799,42.478297999999995
0,0,0,19.0231361,0.698,0.243,3.431,401.6,21.5,647.0,41.5,1.0,5569.0,292.17114,40.916309000000005
0,0,0,4.57948235,0.055,0.393,3.106,207.1,12.0,1040.0,276.82,2.0,5569.0,292.17114,40.916309000000005
0,0,0,1.003931703,0.023,0.435,1.4361,491.1,23.8,1419.0,962.58,1.0,4949.0,298.30273,47.694031
0,1,0,0.614083885,0.106,0.344,0.9817,389.5,13.9,2603.0,10827.22,1.0,6521.0,297.01965,49.997378999999995
0,0,0,55.8224775,0.031,0.424,5.457,879.6,42.6,379.0,4.85,1.0,5162.0,287.2977,47.455441
1,0,0,1.34145255,0.68,0.236,7.502,26.6,1.1,3015.0,19568.74,1.0,7495.0,294.15366,46.309681
0,0,0,6.11010439,0.284,0.175,2.314,59.7,5.9,1125.0,378.84,1.0,6213.0,294.91156,46.491459000000006
0,1,0,4.286866229,0.757,0.018,4.4726,1321.9,9.9,1217.0,517.66,1.0,6228.0,291.08014,43.860199
0,0,0,10.27380957,0.125,0.334,3.252,352.8,20.5,799.0,96.27,1.0,5806.0,292.42758,37.320808
0,0,0,13.39155154,0.539,0.43,3.391,48.9,2.2,1180.0,459.23,2.0,6197.0,285.1828,43.831078000000005
0,0,0,5.62904396,0.237,0.223,3.7295,39.5,1.4,1576.0,1459.41,1.0,6197.0,285.1828,43.831078000000005
0,0,0,8.2562857,0.816,0.142,2.0378,37.3,2.3,1387.0,874.56,3.0,6197.0,285.1828,43.831078000000005
0,0,0,12.33087921,0.011,0.435,3.0664,872.2,33.5,671.0,47.99,2.0,5376.0,293.82431,42.779701
0,0,0,4.421566535,0.869,0.058,2.1229,684.0,25.3,729.0,66.94,1.0,4299.0,281.11176,42.45491
0,0,0,15.72585941,0.122,0.286,3.8284,1313.1,46.3,602.0,31.13,1.0,5332.0,294.15332,46.166439000000004
0,0,0,1.2527538809999998,0.4,0.041,2.1472,200.0,5.7,2199.0,5545.35,1.0,5907.0,291.1452,44.062538
0,0,0,13.36019864,0.534,0.329,2.788,699.9,37.5,520.0,17.3,1.0,4500.0,286.47934,39.269958
0,0,0,76.957056,0.638,0.06,9.551,367.1,15.8,451.0,9.81,1.0,5878.0,286.00296000000003,44.756592
0,0,0,14.97974335,0.93,0.017,4.126,1211.8,39.3,620.0,34.95,1.0,5062.0,285.90848,38.212719
0,0,0,33.35859852,0.937,0.056,2.286,1825.9,63.3,459.0,10.46,1.0,5009.0,298.07473999999996,40.94899
0,0,0,8.84784273,0.047,0.411,2.0572,460.2,25.8,479.0,12.48,1.0,3867.0,285.08655,40.898998
0,0,0,9.98970266,0.005,0.447,3.7,988.4,46.4,705.0,58.26,1.0,5265.0,292.16857999999996,43.779671
0,0,0,5.63252508,0.455,0.023,2.1448,634.4,10.3,844.0,119.75,1.0,5216.0,295.10995,43.915211
0,0,0,1.442592305,0.207,0.248,2.9698,166.0,7.1,2700.0,12557.23,1.0,7216.0,294.95892000000003,38.591572
0,0,0,14.17222858,0.869,0.048,2.6297,246.8,11.0,873.0,137.33,1.0,5845.0,291.60717999999997,38.410389
0,0,0,4.92031063,0.242,0.204,4.046,81.0,5.2,1242.0,562.99,2.0,5845.0,291.60717999999997,38.410389
0,0,0,56.4931698,0.707,0.227,8.704,411.9,14.9,681.0,50.79,1.0,6160.0,295.1391,40.979061
0,0,0,13.82142084,0.904,0.031,3.985,765.2,10.8,560.0,23.15,1.0,4983.0,286.75278,49.064910999999995
0,0,1,2.30367952,0.964,0.035,3.0898,136.4,8.1,1384.0,866.21,1.0,6191.0,287.80408,43.168960999999996
0,0,0,5.78387049,0.227,0.221,1.3966,413.3,23.7,1051.0,288.69,1.0,6063.0,295.30255,49.589119000000004
0,0,0,11.08507658,0.819,0.005,1.751,771.8,51.1,665.0,46.17,2.0,5080.0,291.88126,44.555729
0,0,0,0.571038347,0.876,0.025,1.1267,242.1,7.5,1897.0,3069.59,1.0,5132.0,291.04992999999996,39.14167
0,0,0,8.77425786,0.917,0.025,2.2245,239.6,12.6,771.0,83.63,1.0,5146.0,297.07465,39.933849
1,0,0,4.51005082,0.115,0.354,2.1533,294.8,16.1,1063.0,301.74,1.0,5362.0,296.04233,45.985141999999996
0,0,0,37.6468519,0.008,0.452,6.344,427.4,15.8,787.0,90.85,1.0,5443.0,291.64624,39.396629
0,0,0,29.4557841,0.018,0.426,3.451,533.8,23.0,598.0,30.3,1.0,6036.0,301.54297,44.60561
0,0,0,12.466004437,0.209,0.094,5.0066,2232.1,8.1,897.0,152.76,1.0,6038.0,291.11188,39.949108
0,0,0,2.3617244719999997,0.009,0.457,1.2167,587.0,19.9,922.0,170.59,1.0,4478.0,284.10778999999997,44.245810999999996
0,0,0,34.7630543,0.731,0.204,4.309,293.7,13.2,554.0,22.23,1.0,5670.0,292.32645,38.657581
0,0,0,20.0545282,0.939,0.023,7.173,305.4,11.8,755.0,76.97,1.0,6056.0,291.2562,49.258949
